ticker,cik,name,sic,simfin_industry_id,exchange,ipo_date,delist_date
KEM,887730,KEMET Corp,3670,101001,NYSE,26/10/1992,12/06/2020
KERX,1114220,Keryx Biopharmaceuticals,2834,999999,NASDAQ,28/07/2000,12/12/2018
KEX,56047,Kirby Corp,4400,999999,NYSE,21/08/1991,31/12/9998
KEY,91576,KeyCorp,6021,104002,NYSE,05/11/1987,31/12/9998
KEYS,1601046,Keysight Technologies Inc,3823,101001,NYSE,20/10/2014,31/12/9998
KFRC,930420,Kforce Inc,7363,100011,NASDAQ,15/08/1995,31/12/9998
KFY,56679,Korn Ferry,7361,999999,NYSE,11/02/1999,31/12/9998
KHC,1637459,The Kraft Heinz Company,2030,102002,NASDAQ,06/07/2015,31/12/9998
KIM,879101,Kimco Realty Corp,6798,109001,NYSE,22/11/1991,31/12/9998
KIRK,1056285,Kirkland`s Inc,5990,103002,NASDAQ,30/07/2002,31/12/9998
KITE,1510580,Kite Pharma Inc,2836,106002,NASDAQ,20/06/2014,19/10/2017
KKD,1100270,Krispy Kreme Doughnuts Inc,9999,103003,NYSE,05/04/2000,04/08/2016
KKR,1404912,KKR Company LP,6282,104001,NYSE,15/07/2010,31/12/9998
KLAC,319201,KLA Corp,3827,101004,NASDAQ,26/03/1990,31/12/9998
KLIC,56978,Kulicke and Soffa Industries Inc,3674,101004,NASDAQ,26/03/1990,31/12/9998
KLXI,1617898,KLX Inc,3720,100008,NASDAQ,03/12/2014,09/10/2018
KMB,55785,Kimberly Clark Corp,2670,102002,NYSE,17/12/1984,31/12/9998
KMG,1028215,KMG Chemicals Inc,2800,110001,NYSE,28/01/1997,14/12/2018
KMI,1506307,Kinder Morgan Inc,4922,107003,NYSE,11/02/2011,31/12/9998
KMPR,860748,Kemper Corp,6331,104006,NYSE,18/09/1991,31/12/9998
KMT,55242,Kennametal Inc,3541,999999,NYSE,05/11/1987,31/12/9998
KMX,1170010,CarMax Inc,5500,103005,NYSE,04/02/1997,31/12/9998
KN,1587523,Knowles Corp,3651,999999,NYSE,14/02/2014,31/12/9998
KND,1060009,Kindred Healthcare Inc,8050,106011,NYSE,01/05/2001,02/07/2018
KNL,1011570,Knoll Inc,2590,999999,NYSE,14/12/2004,31/12/9998
KNSL,1669162,Kinsale Capital Group Inc,6331,104006,NASDAQ,28/07/2016,31/12/9998
KNX,1492691,Knight Transportation,4213,100010,NYSE,25/10/1994,31/12/9998
KO,21344,The CocaCola Company,2080,102005,NYSE,02/01/1962,31/12/9998
KONA,9000070,NVS,9999,103003,NVS,01/01/1900,01/01/1900
KOP,1315257,Koppers Holdings Inc,2400,999999,NYSE,01/02/2006,31/12/9998
KOPN,771266,Kopin Corp,3674,101004,NASDAQ,15/04/1992,31/12/9998
KOS,1509991,Kosmos Energy Ltd,1311,999999,NYSE,11/05/2011,31/12/9998
KPTI,1503802,Karyopharm Therapeutics Inc,2834,106005,NASDAQ,06/11/2013,31/12/9998
KR,56873,The Kroger Company,5411,102001,NYSE,03/01/1977,31/12/9998
KRA,1321646,Kraton Performance Polymers Inc,2821,110001,NYSE,17/12/2009,31/12/9998
KRC,1025996,Kilroy Realty Corp,6798,109001,NYSE,30/01/1997,31/12/9998
KRG,1286043,Kite Realty Group Trust,6798,109001,NYSE,11/08/2004,31/12/9998
KRO,1257640,Kronos Worldwide Inc,2810,110001,NYSE,09/12/2003,31/12/9998
KS,1325281,KapStone Paper and Packaging Corp,2621,999999,NYSE,14/09/2005,14/12/2018
KSS,885639,Kohl`s Corp,5311,103002,NYSE,19/05/1992,31/12/9998
KSU,54480,Kansas City Southern,4011,100010,NYSE,05/11/1987,31/12/9998
KTEC,906193,Key Technology Inc,3550,100001,NASDAQ,18/08/1995,21/03/2018
KTOS,1069258,Kratos Defense Security Solutions Inc,3760,100007,NASDAQ,05/11/1999,31/12/9998
KTWO,1499807,K2M Group Holdings Inc,3841,106004,NASDAQ,08/05/2014,09/11/2018
KURA,1422143,Kura Oncology Inc,9999,106002,NASDAQ,05/11/2015,31/12/9998
KW,1408100,KennedyWilson Holdings Inc,6500,999999,NYSE,03/12/2007,31/12/9998
KWR,81362,Quaker Chemical Corp,2990,110001,NYSE,26/03/1990,31/12/9998
L,60086,Loews Corp,6331,104006,NYSE,10/07/1987,31/12/9998
LABL,819220,MultiColor Corp,2750,100002,NASDAQ,26/03/1990,01/07/2019
LAD,1023128,Lithia Motors Inc,5500,103005,NYSE,18/12/1996,31/12/9998
LADR,1577670,Ladder Capital Corp,6798,109001,NYSE,06/02/2014,31/12/9998
LAKE,798081,Lakeland Industries Inc,3842,106003,NASDAQ,26/03/1990,31/12/9998
LAMR,1090425,Lamar Advertising Company,6798,109001,NASDAQ,02/08/1996,31/12/9998
LANC,57515,Lancaster Colony Corp,2030,102002,NASDAQ,26/03/1990,31/12/9998
LARK,1141688,Landmark Bancorp Inc,6021,104002,NASDAQ,28/03/1994,31/12/9998
LAUR,912766,LAUREATE EDUCATION INC,8200,999999,NASDAQ,01/02/2017,31/12/9998
LAYN,888504,Layne Christensen Company,1700,100003,NASDAQ,20/08/1992,15/06/2018
LAZ,1311370,Lazard Ltd,6282,104003,NYSE,05/05/2005,31/12/9998
LB,701985,L Brands Inc,5621,103002,NYSE,01/07/1985,31/12/9998
LBAI,846901,Lakeland Bancorp Inc,6022,104002,NASDAQ,04/01/1999,31/12/9998
LBRDA,1611983,Liberty Broadband Corp,4841,103001,NASDAQ,04/11/2014,31/12/9998
LBRT,1694028,Liberty Oilfield Services Inc Class A,1389,999999,NYSE,11/01/2018,31/12/9998
LBTYA,1570585,Liberty Global plc Class A,4841,108001,NASDAQ,03/06/2004,31/12/9998
LC,1409970,LendingClub Corp,6141,104007,NYSE,11/12/2014,31/12/9998
LCI,57725,Lannett Company. Inc,2834,106005,NYSE,02/01/1997,31/12/9998
LCII,763744,Drew Industries Incorporated 001 Par Value,3714,103005,NYSE,03/05/1989,31/12/9998
LCUT,874396,Lifetime Brands Inc,3420,103004,NASDAQ,05/06/1991,31/12/9998
LDL,60977,Lydall Inc,3714,103005,NYSE,12/01/1990,31/12/9998
LDOS,1336920,Leidos Holdings Inc,7373,101003,NYSE,13/10/2006,31/12/9998
LDOS_old,1336920,NVS,9999,101003,NVS,01/01/1900,01/01/1900
LE,799288,Lands End Inc,5651,103002,NASDAQ,20/03/2014,31/12/9998
LEA,842162,Lear Corp,3714,103005,NYSE,09/11/2009,31/12/9998
LECO,59527,Lincoln Electric Holdings Inc,3540,999999,NASDAQ,13/06/1995,31/12/9998
LEDS,1333822,SemiLEDs Corp,3674,101004,NASDAQ,09/12/2010,31/12/9998
LEE,58361,Lee Enterprises Inc,2711,103026,NYSE,05/11/1987,31/12/9998
LEG,58492,Leggett Platt Inc,2510,103004,NYSE,05/11/1987,31/12/9998
LEN,920760,Lennar Corp,1520,999999,NYSE,05/11/1987,31/12/9998
LEVI,94845,Levi Strauss Company Class A,2300,103004,NYSE,21/03/2019,31/12/9998
LFGR,9000074,Leaf Group Ltd,9999,101002,NYSE,26/01/2011,10/08/2018
LFUS,889331,Littelfuse Inc,3613,101001,NASDAQ,23/09/1992,31/12/9998
LGIH,1580670,LGI Homes Inc,1531,103013,NASDAQ,07/11/2013,31/12/9998
LGL,9000075,The LGL Group Inc,9999,101001,NYSE,17/03/1992,31/12/9998
LGND,886163,Ligand Pharmaceuticals Inc,2834,106002,NASDAQ,18/11/1992,31/12/9998
LH,920148,Laboratory Corp of America Holdings,8071,106001,NYSE,29/03/1990,31/12/9998
LHCG,1303313,LHC Group Inc,8082,106011,NASDAQ,09/06/2005,31/12/9998
LHO,1053532,LaSalle Hotel Properties,6798,109001,NYSE,24/04/1998,30/11/2018
LII,1069202,Lennox International Inc,3585,100001,NYSE,29/07/1999,31/12/9998
LIN,1707925,Linde plc,2810,999999,NYSE,01/10/2018,31/12/9998
LITE,1633978,Lumentum Holdings Inc,3669,101005,NASDAQ,04/08/2015,31/12/9998
LIVE,1045742,Live Ventures Inc,7371,100013,NASDAQ,02/01/2001,31/12/9998
LIVN,1639691,LivaNova PLC,3845,106004,NASDAQ,19/10/2015,31/12/9998
LKFN,721994,Lakeland Financial Corp,6022,104002,NASDAQ,14/08/1997,31/12/9998
LKQ,1065696,LKQ Corp,5010,103005,NASDAQ,03/10/2003,31/12/9998
LKSD,1669812,NVS,2750,999999,NVS,01/01/1900,01/01/1900
LL,1396033,Lumber Liquidators Holdings Inc,5211,103002,NYSE,09/11/2007,31/12/9998
LLL,1039101,L3 Communications Holdings Inc,9999,100008,NYSE,19/05/1998,28/06/2019
LLTC,791907,Linear Technology Corp,3674,101004,NASDAQ,04/01/2016,20/03/2017
LLY,59478,Eli Lilly Company,2834,106005,NYSE,01/06/1972,31/12/9998
LM,704051,Legg Mason Inc,6282,999999,NYSE,05/11/1987,31/07/2020
LMB,1606163,Limbach Holdings Inc,1700,100003,NASDAQ,21/01/2016,31/12/9998
LMNX,1033905,Luminex Corp,3841,999999,NASDAQ,06/04/2000,31/12/9998
LMT,936468,Lockheed Martin Corp,3760,100008,NYSE,03/01/1977,31/12/9998
LNC,59558,Lincoln National Corp,6311,104004,NYSE,05/10/1984,31/12/9998
LNCE,57528,SnydersLance Inc,2052,999999,NASDAQ,26/03/1990,27/03/2018
LNG,3570,Cheniere Energy Inc,4924,107003,NYSE,04/04/1994,31/12/9998
LNN,836157,Lindsay Corp,3523,100009,NYSE,26/03/1990,31/12/9998
LNT,352541,Alliant Energy Corp,4931,105001,NASDAQ,05/01/1988,31/12/9998
LNTH,1521036,Lantheus Holdings Inc,2835,106001,NASDAQ,25/06/2015,31/12/9998
LOB,1462120,Live Oak Bancshares Inc,6022,104002,NASDAQ,23/07/2015,31/12/9998
LOGI,1032975,Logitech International S.A.,3577,101001,NASDAQ,31/03/1997,31/12/9998
LOGM,1420302,LogMeIn Inc,7372,101003,NASDAQ,01/07/2009,31/12/9998
LOPE,1434588,Grand Canyon Education Inc,8200,102006,NASDAQ,20/11/2008,31/12/9998
LOV,9000077,Spark Networks Inc,9999,101002,NYSE,14/02/2006,31/12/9998
LOW,60667,Lowes Cos. Inc,5211,103002,NYSE,01/07/1985,31/12/9998
LOXO,1581720,Loxo Oncology Inc,2834,999999,NASDAQ,01/08/2014,15/02/2019
LPG,1596993,Dorian LPG Ltd,4412,999999,NYSE,08/05/2014,31/12/9998
LPI,1528129,Laredo Petroleum Holdings Inc,1311,999999,NYSE,15/12/2011,31/12/9998
LPLA,1397911,LPL Financial Holdings Inc,6200,104003,NASDAQ,18/11/2010,31/12/9998
LPNT,1301611,Lifepoint Hospitals Inc,8062,999999,NASDAQ,12/05/1999,16/11/2018
LPSN,1102993,Liveperson Inc,7372,101003,NASDAQ,07/04/2000,31/12/9998
LPTH,889971,LightPath Technologies Inc,3674,101001,NASDAQ,28/02/1996,31/12/9998
LPX,60519,LouisianaPacific Corp,2400,110005,NYSE,04/01/1982,31/12/9998
LQDT,1235468,Liquidity Services Inc,7389,103002,NASDAQ,27/02/2006,31/12/9998
LRCX,707549,Lam Research Corp,3559,101004,NASDAQ,26/03/1990,31/12/9998
LRDC,9000078,NVS,9999,999999,NVS,01/01/1900,01/01/1900
LRN,1157408,K12 Inc,8200,999999,NYSE,13/12/2007,31/12/9998
LSCC,855658,Lattice Semiconductor,3674,999999,NASDAQ,26/03/1990,31/12/9998
LSI,944314,Life Storage Inc,6798,109001,NYSE,21/06/1995,31/12/9998
LSTR,853816,Landstar System Inc,4213,100010,NASDAQ,05/03/1993,31/12/9998
LSXMA,1560385,Liberty Media Corp,4833,103001,NASDAQ,18/04/2016,31/12/9998
LTC,887905,LTC Properties Inc,6798,109001,NYSE,25/08/1992,31/12/9998
LTHM,1742924,Livent Corp,2800,999999,NYSE,11/10/2018,31/12/9998
LTRPA,1606745,Liberty TripAdvisor Holdings Inc,7374,101002,NASDAQ,27/08/2014,31/12/9998
LTRX,9000080,Lantronix Inc,9999,101005,NASDAQ,04/08/2000,31/12/9998
LULU,1397187,Lululemon Athletica inc,2300,103002,NASDAQ,27/07/2007,31/12/9998
LUV,92380,Southwest Airlines Company,4512,100006,NYSE,02/01/1980,31/12/9998
LVLT,794323,Level 3 Communications Inc,4813,108001,NYSE,31/03/1998,01/11/2017
LVS,1300514,Las Vegas Sands Corp,7011,103015,NYSE,15/12/2004,31/12/9998
LW,1679273,Lamb Weston Holdings Inc,2030,999999,NYSE,10/11/2016,31/12/9998
LXP,910108,Lexington Realty Trust,6798,109001,NYSE,22/10/1993,31/12/9998
LXRX,1062822,Lexicon Pharmaceuticals Inc,2834,106002,NASDAQ,07/04/2000,31/12/9998
LYB,1489393,LyondellBasell Industries NV,2860,110001,NYSE,28/04/2010,31/12/9998
LYV,1335258,Live Nation Entertainment Inc,7900,103001,NYSE,21/12/2005,31/12/9998
LZB,57131,LaZBoy Inc,2510,103004,NYSE,05/01/1988,31/12/9998
M,794367,Macy`s Inc,5311,103002,NYSE,05/02/1992,31/12/9998
MA,1141391,Mastercard Inc,7389,104007,NYSE,25/05/2006,31/12/9998
MAA,912595,MidAmerica Apartment Communities Inc,6798,109001,NYSE,28/01/1994,31/12/9998
MAC,912242,Macerich Company.,6798,109001,NYSE,10/03/1994,31/12/9998
MACK,1274792,Merrimack Pharmaceuticals Inc,2834,106002,NASDAQ,29/03/2012,31/12/9998
MAMS,832488,MAM Software Group Inc,7372,101003,NASDAQ,05/10/1999,21/10/2019
MAN,871763,ManpowerGroup,7363,100011,NYSE,05/10/1988,31/12/9998
MANH,1056696,Manhattan Associates Inc,7372,101003,NASDAQ,23/04/1998,31/12/9998
MANT,892537,Mantech International Corp - Class A,8741,999999,NASDAQ,07/02/2002,31/12/9998
MAR,1048286,Marriott International Inc Class A,7011,103015,NASDAQ,13/10/1993,31/12/9998
MAS,62996,Masco Corp,2430,110005,NYSE,10/06/1983,31/12/9998
MASI,937556,Masimo Corp,3845,106004,NASDAQ,08/08/2007,31/12/9998
MAT,63276,Mattel Inc,3942,103015,NASDAQ,04/01/1982,31/12/9998
MATW,63296,Matthews International Corp,3360,999999,NASDAQ,10/08/1994,31/12/9998
MATX,3453,Matson Inc,4400,100010,NYSE,03/05/1973,31/12/9998
MAXR,1121142,Maxar Technologies Ltd,3663,999999,NYSE,06/10/2017,31/12/9998
MB,1458962,MINDBODY Inc,7374,101003,NASDAQ,19/06/2015,15/02/2019
MBFI,1139812,MB Financial Inc,6021,104002,NASDAQ,07/04/1995,21/03/2019
MBI,814585,MBIA Inc,6351,999999,NYSE,02/07/1987,31/12/9998
MBUU,1590976,Malibu Boats Inc Class A,3730,999999,NASDAQ,31/01/2014,31/12/9998
MBWM,1042729,Mercantile Bank Corp,6022,104002,NASDAQ,20/07/1999,31/12/9998
MC,1596967,Moelis Company,6282,104001,NYSE,16/04/2014,31/12/9998
MCD,63908,McDonalds Corp,5812,103003,NYSE,02/01/1970,31/12/9998
MCFT,1638290,MCBC Holdings Inc,3730,103005,NASDAQ,17/07/2015,31/12/9998
MCHP,827054,Microchip Technology Inc,3674,101004,NASDAQ,19/03/1993,31/12/9998
MCK,927653,McKesson Corp,5122,106014,NYSE,15/11/1994,31/12/9998
MCO,1059556,Moodys Corp,7320,104003,NYSE,31/10/1994,31/12/9998
MCRN,1637913,Milacron Holdings Corp,3559,999999,NYSE,25/06/2015,22/11/2019
MCS,62234,The Marcus Corp,7830,999999,NYSE,29/03/1990,31/12/9998
MCY,64996,Mercury General Corp,6331,104006,NYSE,26/03/1990,31/12/9998
MD,893949,Mednax Inc,8060,106011,NYSE,20/09/1995,31/12/9998
MDB,1441816,MongoDB Inc - Class A,7372,101003,NASDAQ,19/10/2017,31/12/9998
MDC,773141,MDC Holdings Inc,1531,999999,NYSE,11/03/1980,31/12/9998
MDCA,876883,MDC Partners Inc Class A,7311,999999,NASDAQ,17/04/1995,31/12/9998
MDCO,1113481,The Medicines Company,2834,999999,NASDAQ,08/08/2000,06/01/2020
MDGL,1157601,Synta Pharmaceuticals Corp,2834,999999,NASDAQ,06/02/2007,31/12/9998
MDLZ,1103982,Mondelez International Inc,2000,102002,NASDAQ,13/06/2001,31/12/9998
MDP,65011,Meredith Corp,2721,103026,NYSE,01/07/1985,31/12/9998
MDR,708819,McDermott International,3443,107004,NYSE,31/12/1982,31/12/9998
MDRX,1124804,Allscripts Healthcare Solutions Inc,7373,101003,NASDAQ,26/07/1999,31/12/9998
MDSO,1453814,Medidata Solutions Inc,7372,101003,NASDAQ,25/06/2009,28/10/2019
MDT,1613103,Medtronic Plc,3845,106004,NYSE,31/12/1981,31/12/9998
MDU,67716,MDU Resources Group Inc,1400,999999,NYSE,05/11/1987,31/12/9998
MDXG,1376339,NVS,3841,106004,NVS,01/01/1900,01/01/1900
MECK,1083712,Mecklermedia Corp,9999,999999,NASDAQ,02/02/1996,10/04/2018
MED,910329,Medifast Inc,2090,999999,NYSE,31/12/1993,31/12/9998
MEDP,1668397,Medpace Holdings Inc,8731,106001,NASDAQ,11/08/2016,31/12/9998
MEET,9000081,MeetMe Inc,9999,101002,NASDAQ,04/09/2003,31/12/9998
MEI,65270,Methode Electronics Inc,3678,101001,NYSE,23/03/1990,31/12/9998
MEIP,9000082,MEI Pharma Inc,9999,106005,NASDAQ,18/12/2003,31/12/9998
MELI,1099590,Mercadolibre Inc,7389,103002,NASDAQ,10/08/2007,31/12/9998
MENT,701811,Mentor Graphics Corp,7373,101003,NASDAQ,04/01/2016,31/03/2017
MET,1099219,Metlife Inc,6311,104004,NYSE,05/04/2000,31/12/9998
MFA,1055160,MFA Financial Inc,6798,109001,NYSE,13/04/1998,31/12/9998
MFON,9000083,NVS,9999,999999,NVS,01/01/1900,01/01/1900
MGCD,815093,MGC Diagnostics Corp,3841,106004,NASDAQ,15/07/2003,08/01/2018
MGEE,1161728,MGE Energy Inc,4900,105001,NASDAQ,26/03/1990,31/12/9998
MGLN,19411,Magellan Health Services Inc,8060,106011,NASDAQ,25/02/2004,31/12/9998
MGM,789570,MGM Resorts International,7011,103015,NYSE,12/01/1990,31/12/9998
MGNX,1125345,MacroGenics Inc,2834,106002,NASDAQ,10/10/2013,31/12/9998
MGP,1656936,MGM Growth Properties LLC,6798,109001,NYSE,20/04/2016,31/12/9998
MGPI,835011,MGP Ingredients Inc,5180,102002,NASDAQ,26/03/1990,31/12/9998
MGRC,752714,McGrath RentCorp,7359,999999,NASDAQ,26/03/1990,31/12/9998
MGY,1698990,Magnolia Oil Gas Corporation Class A,1311,999999,NYSE,29/06/2017,31/12/9998
MHH,1437226,Mastech Holdings Inc,8742,100011,NYSE,19/09/2008,31/12/9998
MHK,851968,Mohawk Industries Inc,2273,103004,NYSE,01/04/1992,31/12/9998
MHLD,1412100,Maiden Holdings Ltd,6331,104006,NASDAQ,06/05/2008,31/12/9998
MHO,799292,MI Homes Inc,1531,999999,NYSE,03/11/1993,31/12/9998
MIC,1289790,Macquarie Infrastructure Company LLC,5172,100010,NYSE,16/12/2004,31/12/9998
MICR,819689,NVS,3845,106004,NVS,01/01/1900,01/01/1900
MIDD,769520,The Middleby Corp,3580,999999,NASDAQ,17/03/1992,31/12/9998
MIK,1593936,Michaels Companies Inc,5945,103002,NASDAQ,27/06/2014,31/12/9998
MIME,1644675,Mimecast Ltd,7372,999999,NASDAQ,19/11/2015,31/12/9998
MIND,926423,Mitcham Industries Inc,7359,101001,NASDAQ,28/12/1994,31/12/9998
MINI,911109,Mobile Mini Inc,3443,999999,NASDAQ,17/02/1994,31/12/9998
MITK,807863,Mitek Systems Inc,3577,101003,NASDAQ,26/05/1995,31/12/9998
MITL,1170534,Mitel Networks Corp,3663,999999,NASDAQ,22/04/2010,30/11/2018
MIXX,9000084,NVS,9999,999999,NVS,01/01/1900,01/01/1900
MJCO,1626853,Majesco,7372,101003,NASDAQ,29/06/2015,31/12/9998
MJN,1452575,Mead Johnson Nutrition CO,2000,106006,NYSE,11/02/2009,14/07/2017
MJTK,9000085,NVS,9999,999999,NVS,01/01/1900,01/01/1900
MKC,63754,McCormick Company Inc,2090,102002,NYSE,26/03/1990,31/12/9998
MKL,1096343,Markel Corp,6331,104006,NYSE,02/01/1990,31/12/9998
MKSI,1049502,MKS Instruments Inc,3823,101001,NASDAQ,30/03/1999,31/12/9998
MKTX,1278021,MarketAxess Holdings Inc,6211,104003,NASDAQ,05/11/2004,31/12/9998
MLAB,724004,Mesa Laboratories Inc,3823,101001,NASDAQ,25/01/1995,31/12/9998
MLHR,66382,Herman Miller Inc,2520,999999,NASDAQ,26/03/1990,31/12/9998
MLI,89439,Mueller Industries Inc,3350,999999,NYSE,25/02/1991,31/12/9998
MLM,916076,Martin Marietta Materials Inc,1400,110005,NYSE,17/02/1994,31/12/9998
MLNX,1356104,Mellanox Technologies Ltd,3674,999999,NASDAQ,08/02/2007,27/04/2020
MLP,63330,Maui Land & Pineapple Company. Inc,6500,109002,NYSE,02/01/1996,31/12/9998
MMC,62709,Marsh McLennan Companies Inc,6411,104003,NYSE,30/12/1987,31/12/9998
MMI,1578732,Marcus & Millichap Inc,6531,109002,NYSE,31/10/2013,31/12/9998
MMM,66740,3M Company,3841,100001,NYSE,02/01/1970,31/12/9998
MMP,1126975,Magellan Midstream Partners LP,4610,107003,NYSE,19/03/2001,31/12/9998
MMS,1032220,MAXIMUS Inc,7389,100002,NYSE,13/06/1997,31/12/9998
MMSI,856982,Merit Medical Systems Inc,3841,999999,NASDAQ,26/02/1992,31/12/9998
MN,1524223,Manning and Napier Inc,6282,104001,NYSE,18/11/2011,31/12/9998
MNI,1056087,The McClatchy Company,2711,103026,NYSE,30/06/1989,13/02/2020
MNK,1567892,Mallinckrodt public limited company,2834,106005,NYSE,17/06/2013,31/12/9998
MNKD,899460,MannKind Corp,2834,106002,NASDAQ,28/07/2004,31/12/9998
MNR,67625,Monmouth RE Inv Corp,6798,109001,NYSE,26/03/1990,31/12/9998
MNRO,876427,Monro Muffler Brake Inc,7500,999999,NASDAQ,30/07/1991,31/12/9998
MNST,865752,Monster Beverage Corp,2086,102005,NASDAQ,18/08/1995,31/12/9998
MNTA,1235010,Momenta Pharmaceuticals Inc,2836,999999,NASDAQ,22/06/2004,31/12/9998
MO,764180,Altria Group Inc,2111,102003,NYSE,02/01/1970,31/12/9998
MOBL,1470099,MobileIron Inc,7372,999999,NASDAQ,12/06/2014,31/12/9998
MOD,67347,Modine Manufacturing Company,3714,103005,NYSE,26/03/1990,31/12/9998
MOH,1179929,Molina Healthcare Inc,6324,999999,NYSE,02/07/2003,31/12/9998
MON,1110783,Monsanto Company,2870,110003,NYSE,18/10/2000,08/06/2018
MORE,1384710,Monogram Residential Trust Inc,6798,109001,NYSE,21/11/2014,20/09/2017
MORN,1289419,Morningstar Inc,6282,104003,NASDAQ,03/05/2005,31/12/9998
MOS,1285785,Mosaic Company,2870,110003,NYSE,26/01/1988,31/12/9998
MOV,72573,Movado Group Inc,3873,103002,NYSE,30/09/1993,31/12/9998
MPC,1510295,Marathon Petroleum Corp,2911,107001,NYSE,23/06/2011,31/12/9998
MPLX,1552000,MPLX LP,4610,107003,NYSE,26/10/2012,31/12/9998
MPW,1287865,Medical Properties Trust Inc,6798,109001,NYSE,08/07/2005,31/12/9998
MPWR,1280452,Monolithic Power Systems Inc,3674,101004,NASDAQ,19/11/2004,31/12/9998
MPX,1129155,Marine Products Corp,3730,103015,NYSE,28/02/2001,31/12/9998
MRC,1439095,MRC Global Inc,5084,107004,NYSE,12/04/2012,31/12/9998
MRCY,1049521,Mercury Systems Inc,3670,101001,NASDAQ,30/01/1998,31/12/9998
MRK,310158,Merck Company Inc,2834,106005,NYSE,02/01/1970,31/12/9998
MRNA,1682852,Moderna Inc,2836,106002,NASDAQ,07/12/2018,31/12/9998
MRO,101778,Marathon Oil Corp,1311,107002,NYSE,02/01/1970,31/12/9998
MRSN,1442836,Mersana Therapeutics Inc,2834,106002,NASDAQ,28/06/2017,31/12/9998
MRTN,799167,Marten Transport Ltd,4213,100010,NASDAQ,26/02/1992,31/12/9998
MRTX,1576263,Mirati Therapeutics Inc,2834,106002,NASDAQ,15/07/2013,31/12/9998
MRVL,1058057,Marvell Technology Group Ltd,3674,101004,NASDAQ,30/06/2000,31/12/9998
MS,895421,Morgan Stanley,6211,104003,NYSE,23/02/1993,31/12/9998
MSA,66570,Mine Safety Appliances,3842,100007,NYSE,26/03/1990,31/12/9998
MSBI,1466026,Midland States Bancorp Inc,6022,104002,NASDAQ,24/05/2016,31/12/9998
MSCC,310568,Microsemi Corp,3674,101004,NASDAQ,26/03/1990,29/05/2018
MSCI,1408198,Msci Inc,7389,104003,NYSE,15/11/2007,31/12/9998
MSFG,720002,MainSource Financial Group Inc,6022,104002,NASDAQ,08/01/1992,02/04/2018
MSFT,789019,Microsoft Corp,7372,101003,NASDAQ,13/03/1986,31/12/9998
MSG,1636519,NVS,7990,999999,NVS,01/01/1900,01/01/1900
MSGN,1469372,MSG Networks Inc Class A,4841,103001,NYSE,25/01/2010,31/12/9998
MSGO,9000086,NVS,9999,999999,NVS,01/01/1900,01/01/1900
MSI,68505,Motorola Solutions Inc,3663,101005,NYSE,03/01/1977,31/12/9998
MSM,1003078,MSC Industrial Direct Company Inc,5084,100005,NYSE,15/12/1995,31/12/9998
MSTR,1050446,MicroStrategy Inc,7372,999999,NASDAQ,11/06/1998,31/12/9998
MTB,36270,MT Bank Corp,6022,104002,NYSE,04/10/1991,31/12/9998
MTBC,1582982,MTBC Inc,7372,101003,NASDAQ,23/07/2014,31/12/9998
MTCH,1575189,Match Group Inc New,7370,101002,NASDAQ,19/11/2015,31/12/9998
MTD,1037646,MettlerToledo International Inc,3826,106003,NYSE,14/11/1997,31/12/9998
MTDR,1520006,Matador Resources Company,1311,999999,NYSE,02/02/2012,31/12/9998
MTEM,1183765,Molecular Templates Inc,2834,106002,NASDAQ,04/02/2005,31/12/9998
MTG,876437,MGIC Investment Corp,6351,999999,NYSE,07/08/1991,31/12/9998
MTGE,1516973,American Capital Mortgage Investment Crp,6798,109001,NASDAQ,04/08/2011,07/09/2018
MTH,833079,Meritage Homes Corp,1531,999999,NYSE,16/12/1988,31/12/9998
MTN,812011,Vail Resorts Inc,7990,103015,NYSE,04/02/1997,31/12/9998
MTOR,1113256,Meritor Inc,3714,103005,NYSE,10/07/2000,31/12/9998
MTRN,1104657,Materion Corp,3460,110004,NYSE,07/09/1984,31/12/9998
MTRX,866273,Matrix Service Company,1700,107004,NASDAQ,26/02/1992,31/12/9998
MTSC,68709,MTS Systems Corp,3829,999999,NASDAQ,26/03/1990,31/12/9998
MTSI,1493594,MACOM Technology Solutions Holdings,3674,101004,NASDAQ,15/03/2012,31/12/9998
MTW,61986,Manitowoc Company. Inc,3531,999999,NYSE,26/03/1990,31/12/9998
MTX,891014,Minerals Technologies Inc,2810,999999,NYSE,26/10/1992,31/12/9998
MTZ,15615,MasTec Inc,1623,100003,NYSE,26/03/1990,31/12/9998
MU,723125,Micron Technology Inc,3674,101004,NASDAQ,16/05/1989,31/12/9998
MUR,717423,Murphy Oil Corp,1311,107002,NYSE,06/04/1983,31/12/9998
MUSA,1573516,Murphy USA Inc,5500,103005,NYSE,19/08/2013,31/12/9998
MUX,314203,McEwen Mining Inc,1040,999999,NYSE,07/05/1980,31/12/9998
MVIS,9000087,Microvision Inc,9999,101001,NASDAQ,27/08/1996,31/12/9998
MWA,1350593,Mueller Water Products Inc,3490,999999,NYSE,26/05/2006,31/12/9998
MXIM,743316,Maxim Integrated Products Inc,3674,101004,NASDAQ,26/03/1990,31/12/9998
MXL,1288469,MaxLinear Inc,3674,999999,NYSE,24/03/2010,31/12/9998
MXMG,9000088,NVS,9999,999999,NVS,01/01/1900,01/01/1900
MXPT,1611231,MaxPoint Interactive Inc,7310,101003,NYSE,06/03/2015,19/10/2017
